"NPACID","BatchID","BatchPosition","MSType","Name","Type","Std..Conc","Pred.RT","RT","Height","Area","IS.Height","IS.Area","Response","Primary.Flags","Conc_NonProcessed","Conc_Processed","X.Dev","X.Rec","Hormone","ProcessType","SN","NA_Replace","Peak_Editing","QuantificationCategory"
65,1,108,"Analyte","221012_Steroids_RBshary_PVuilloud_65","",NA,5.49,5.52,71350,3530,1156389,57992,0.06087,"bb",0.10632,0.10632,NA,NA,"T","Low",5.88111413043478,NA,"None","D"
66,1,109,"Analyte","221012_Steroids_RBshary_PVuilloud_66","",NA,5.49,5.52,158003,7825,1032083,52338,0.1495,"bb",0.26378,0.26378,NA,NA,"T","Low",9.06139015728057,NA,"None","Q"
70,1,110,"Analyte","221012_Steroids_RBshary_PVuilloud_70","",NA,5.49,NA,NA,NA,1088543,55670,NA,"MM-I",0.01082,0,NA,NA,"T","Low",NA,0,"Removed","ND"
71,1,111,"Analyte","221012_Steroids_RBshary_PVuilloud_71","",NA,5.49,5.52,121843,5954,875076,44670,0.13329,"bb",0.23497,0.23497,NA,NA,"T","Low",7.37859007832898,NA,"None","D"
72,1,112,"Analyte","221012_Steroids_RBshary_PVuilloud_72","",NA,5.49,5.52,377151,19241,611795,31164,0.61741,"bb",1.09616,1.09616,NA,NA,"T","Low",NA,NA,"None","Q"
25,1,12,"Analyte","221012_Steroids_RBshary_PVuilloud_25","",NA,5.99,NA,NA,NA,3964511,213342,NA,"MM-I",0.0354,0,NA,NA,"A4","Low",NA,0,"Removed","ND"
26,1,13,"Analyte","221012_Steroids_RBshary_PVuilloud_26","",NA,5.99,5.95,420719,23005,3861171,202235,0.11375,"bd",1.00951,1.00951,NA,NA,"A4","Low",12.7757609606255,NA,"None","Q"
27,1,14,"Analyte","221012_Steroids_RBshary_PVuilloud_27","",NA,5.99,5.98,76148,3596,3494765,189420,0.01898,"bb",0.16804,0.16804,NA,NA,"A4","Low",5.28518518518518,NA,"None","D"
1,1,15,"Analyte","221012_Steroids_RBshary_PVuilloud_1","",NA,5.99,NA,NA,NA,3757173,202991,NA,"MM-I",0.09019,0,NA,NA,"A4","Low",NA,0,"Removed","ND"
2,1,16,"Analyte","221012_Steroids_RBshary_PVuilloud_2","",NA,5.99,5.98,1195751,65356,3232271,169995,0.38446,"bb",3.41635,3.41635,NA,NA,"A4","Low",NA,NA,"None","Q"
3,1,17,"Analyte","221012_Steroids_RBshary_PVuilloud_3","",NA,5.99,5.97,264505,12160,3388412,178225,0.06823,"bd",0.60521,0.60521,NA,NA,"A4","Low",6.18049225159526,NA,"None","D"
73,1,18,"Analyte","221012_Steroids_RBshary_PVuilloud_73","",NA,5.99,5.98,315070,15989,3751548,201650,0.07929,"bb",0.70343,0.70343,NA,NA,"A4","Low",NA,NA,"None","Q"
74,1,19,"Analyte","221012_Steroids_RBshary_PVuilloud_74","",NA,5.99,5.98,1405686,74545,3627135,195119,0.38205,"bb",3.39493,3.39493,NA,NA,"A4","Low",NA,NA,"None","Q"
75,1,20,"Analyte","221012_Steroids_RBshary_PVuilloud_75","",NA,5.99,5.99,333782,18053,3446604,176909,0.10204,"bb",0.90551,0.90551,NA,NA,"A4","Low",NA,NA,"None","Q"
49,1,21,"Analyte","221012_Steroids_RBshary_PVuilloud_49","",NA,5.99,5.97,601696,30822,3414170,179277,0.17192,"bd",1.52627,1.52627,NA,NA,"A4","Low",NA,NA,"None","Q"
50,1,22,"Analyte","221012_Steroids_RBshary_PVuilloud_50","",NA,5.99,5.97,2851718,148923,2996946,155920,0.95513,"bb",8.5063,8.5063,NA,NA,"A4","Low",NA,NA,"None","Q"
51,1,23,"Analyte","221012_Steroids_RBshary_PVuilloud_51","",NA,5.99,5.97,789457,40710,2830385,147790,0.27546,"bb",2.44664,2.44664,NA,NA,"A4","Low",NA,NA,"None","Q"
30,1,24,"Analyte","221012_Steroids_RBshary_PVuilloud_30","",NA,5.99,5.98,188957,10546,3573686,192506,0.05478,"bb",0.48582,0.48582,NA,NA,"A4","Low",3.6944568286521,NA,"None","D"
31,1,25,"Analyte","221012_Steroids_RBshary_PVuilloud_31","",NA,5.99,5.97,227684,11581,2888541,151438,0.07647,"bb",0.67842,0.67842,NA,NA,"A4","Low",6.21249718023912,NA,"None","D"
39,1,26,"Analyte","221012_Steroids_RBshary_PVuilloud_39","",NA,5.99,5.97,242425,12338,3652841,191833,0.06432,"bb",0.5705,0.5705,NA,NA,"A4","Low",8.79177377892031,NA,"None","Q"
43,1,27,"Analyte","221012_Steroids_RBshary_PVuilloud_43","",NA,5.99,6,563500,31303,3817876,201935,0.15501,"bb",1.37603,1.37603,NA,NA,"A4","Low",11.3232617400801,NA,"None","Q"
44,1,29,"Analyte","221012_Steroids_RBshary_PVuilloud_44","",NA,5.99,6,105267,5791,3835554,206943,0.02799,"bb",0.24795,0.24795,NA,NA,"A4","Low",12.6679841897233,NA,"None","Q"
45,1,30,"Analyte","221012_Steroids_RBshary_PVuilloud_45","",NA,5.99,6.02,215811,17076,3301425,175163,0.09749,"bb",0.86505,0.86505,NA,NA,"A4","Low",6.24489795918367,NA,"None","D"
6,1,31,"Analyte","221012_Steroids_RBshary_PVuilloud_6","",NA,5.99,5.99,482791,26771,2612415,142919,0.18732,"bb",1.66308,1.66308,NA,NA,"A4","Low",4.1968253968254,NA,"None","D"
7,1,32,"Analyte","221012_Steroids_RBshary_PVuilloud_7","",NA,5.99,6,533097,27561,2235057,118572,0.23244,"db",2.0642,2.0642,NA,NA,"A4","Low",4.98907956318253,NA,"None","D"
15,1,33,"Analyte","221012_Steroids_RBshary_PVuilloud_15","",NA,5.99,6,692512,34270,3017973,161155,0.21265,"bb",1.88826,1.88826,NA,NA,"A4","Low",6.50980392156863,NA,"None","D"
19,1,34,"Analyte","221012_Steroids_RBshary_PVuilloud_19","",NA,5.99,5.99,1483158,82476,2660659,141116,0.58446,"bb",5.19772,5.19772,NA,NA,"A4","Low",11.1316872427984,NA,"None","Q"
20,1,35,"Analyte","221012_Steroids_RBshary_PVuilloud_20","",NA,5.99,5.99,282231,14994,2916699,161594,0.09279,"bd",0.82332,0.82332,NA,NA,"A4","Low",5.5082284607938,NA,"None","D"
21,1,36,"Analyte","221012_Steroids_RBshary_PVuilloud_21","",NA,5.99,6,628763,52304,2614002,138347,0.37806,"MM",1.492,3.35944,NA,NA,"A4","Low",6.30366056572379,NA,"Modified","D"
78,1,37,"Analyte","221012_Steroids_RBshary_PVuilloud_78","",NA,5.99,6,969624,50493,3388242,176107,0.28672,"bb",2.5468,2.5468,NA,NA,"A4","Low",NA,NA,"None","Q"
79,1,38,"Analyte","221012_Steroids_RBshary_PVuilloud_79","",NA,5.99,5.99,965999,49902,3533084,181143,0.27548,"bb",2.44688,2.44688,NA,NA,"A4","Low",NA,NA,"None","Q"
87,1,39,"Analyte","221012_Steroids_RBshary_PVuilloud_87","",NA,5.99,5.99,773030,41861,3114137,161956,0.25847,"bb",2.29562,2.29562,NA,NA,"A4","Low",NA,NA,"None","Q"
91,1,40,"Analyte","221012_Steroids_RBshary_PVuilloud_91","",NA,5.99,5.99,1018833,52544,3141506,170808,0.30762,"bb",2.73274,2.73274,NA,NA,"A4","Low",NA,NA,"None","Q"
92,1,41,"Analyte","221012_Steroids_RBshary_PVuilloud_92","",NA,5.99,6,484500,24860,3591830,185626,0.13393,"bb",1.1887,1.1887,NA,NA,"A4","Low",NA,NA,"None","Q"
93,1,42,"Analyte","221012_Steroids_RBshary_PVuilloud_93","",NA,5.99,6,857424,44626,3534411,184835,0.24144,"bb",2.14414,2.14414,NA,NA,"A4","Low",NA,NA,"None","Q"
54,1,43,"Analyte","221012_Steroids_RBshary_PVuilloud_54","",NA,5.99,6,999276,51514,1726136,89758,0.57391,"bb",5.10376,5.10376,NA,NA,"A4","Low",NA,NA,"None","Q"
55,1,44,"Analyte","221012_Steroids_RBshary_PVuilloud_55","",NA,5.99,5.99,1324099,68623,2339899,117999,0.58155,"bb",5.17186,5.17186,NA,NA,"A4","Low",NA,NA,"None","Q"
63,1,46,"Analyte","221012_Steroids_RBshary_PVuilloud_63","",NA,5.99,6,2384790,122486,2601617,133352,0.91852,"bb",8.17911,8.17911,NA,NA,"A4","Low",NA,NA,"None","Q"
67,1,47,"Analyte","221012_Steroids_RBshary_PVuilloud_67","",NA,5.99,6,1994955,104906,2532578,133172,0.78775,"bb",7.01114,7.01114,NA,NA,"A4","Low",NA,NA,"None","Q"
68,1,48,"Analyte","221012_Steroids_RBshary_PVuilloud_68","",NA,5.99,5.99,730405,39080,2850553,148066,0.26394,"bb",2.34421,2.34421,NA,NA,"A4","Low",NA,NA,"None","Q"
69,1,49,"Analyte","221012_Steroids_RBshary_PVuilloud_69","",NA,5.99,5.99,1505191,77613,2165442,111103,0.69857,"bb",6.21534,6.21534,NA,NA,"A4","Low",NA,NA,"None","Q"
28,1,50,"Analyte","221012_Steroids_RBshary_PVuilloud_28","",NA,5.99,6.02,302021,24439,3278469,170068,0.1437,"bb",1.27553,1.27553,NA,NA,"A4","Low",5.08031616522183,NA,"None","D"
29,1,51,"Analyte","221012_Steroids_RBshary_PVuilloud_29","",NA,5.99,6,40156,3095,1204675,62678,0.04938,"bb",0.43784,0.43784,NA,NA,"A4","Low",6.65954891231816,NA,"None","D"
32,1,52,"Analyte","221012_Steroids_RBshary_PVuilloud_32","",NA,5.99,5.99,45982,3057,3783874,204603,0.01494,"bb",0.13218,0.13218,NA,NA,"A4","Low",7.59558928827152,NA,"None","D"
33,1,53,"Analyte","221012_Steroids_RBshary_PVuilloud_33","",NA,5.99,5.99,29810,1385,3992801,208679,0.00664,"bb",0.05845,0.05845,NA,NA,"A4","Low",3.85528942115768,NA,"None","D"
34,1,54,"Analyte","221012_Steroids_RBshary_PVuilloud_34","",NA,5.99,6.01,73755,5579,3410924,180568,0.0309,"bb",0.27381,0.27381,NA,NA,"A4","Low",2.92124105011933,NA,"None","ND"
35,1,55,"Analyte","221012_Steroids_RBshary_PVuilloud_35","",NA,5.99,6,328347,18185,3547837,190175,0.09562,"db",0.84847,0.84847,NA,NA,"A4","Low",9.04602909611257,NA,"None","Q"
36,1,56,"Analyte","221012_Steroids_RBshary_PVuilloud_36","",NA,5.99,6.05,319611,16031,2800847,150740,0.10635,"bb",0.94372,0.94372,NA,NA,"A4","Low",7.29048006509357,NA,"None","D"
37,1,57,"Analyte","221012_Steroids_RBshary_PVuilloud_37","",NA,5.99,6.02,93132,7557,3549477,187766,0.04025,"bb",0.3568,0.3568,NA,NA,"A4","Low",NA,NA,"None","Q"
38,1,58,"Analyte","221012_Steroids_RBshary_PVuilloud_38","",NA,5.99,6.03,360742,21808,3799556,203869,0.10697,"bb",0.94925,0.94925,NA,NA,"A4","Low",NA,NA,"None","Q"
40,1,59,"Analyte","221012_Steroids_RBshary_PVuilloud_40","",NA,5.99,6.04,82948,5278,4139247,221708,0.02381,"bb",0.21085,0.21085,NA,NA,"A4","Low",10.3992189195053,NA,"None","Q"
41,1,60,"Analyte","221012_Steroids_RBshary_PVuilloud_41","",NA,5.99,NA,NA,NA,3544692,190355,NA,"MM-I",0.0092,0,NA,NA,"A4","Low",NA,0,"Removed","ND"
42,1,61,"Analyte","221012_Steroids_RBshary_PVuilloud_42","",NA,5.99,6,46829,1999,4246270,230703,0.00866,"bb",0.07644,0.07644,NA,NA,"A4","Low",3.42722017866527,NA,"None","D"
46,1,63,"Analyte","221012_Steroids_RBshary_PVuilloud_46","",NA,5.99,6.01,25314,1644,4358217,233794,0.00703,"bb",0.06196,0.06196,NA,NA,"A4","Low",7.94953519256308,NA,"None","D"
47,1,64,"Analyte","221012_Steroids_RBshary_PVuilloud_47","",NA,5.99,NA,NA,NA,3799953,202553,NA,"MM-I",0.13016,0,NA,NA,"A4","Low",NA,0,"Removed","ND"
48,1,65,"Analyte","221012_Steroids_RBshary_PVuilloud_48","",NA,5.99,6.03,211075,17017,3085058,164141,0.10367,"bb",0.91996,0.91996,NA,NA,"A4","Low",6.48303114830312,NA,"None","D"
4,1,66,"Analyte","221012_Steroids_RBshary_PVuilloud_4","",NA,5.99,6.04,646915,58313,2050825,107433,0.54278,"bb",4.8263,4.8263,NA,NA,"A4","Low",5.71261538461538,NA,"None","D"
5,1,67,"Analyte","221012_Steroids_RBshary_PVuilloud_5","",NA,5.99,6,326420,27581,2819000,148358,0.18591,"bb",1.6506,1.6506,NA,NA,"A4","Low",8.19453141306617,NA,"None","Q"
8,1,68,"Analyte","221012_Steroids_RBshary_PVuilloud_8","",NA,5.99,6,135507,7964,3413879,182769,0.04358,"bb",0.38634,0.38634,NA,NA,"A4","Low",7.96469366562825,NA,"None","D"
9,1,69,"Analyte","221012_Steroids_RBshary_PVuilloud_9","",NA,5.99,6.02,76087,4021,4539920,236632,0.01699,"MM",0.06217,0.15038,NA,NA,"A4","Low",4.94536940686785,NA,"Modified","D"
10,1,70,"Analyte","221012_Steroids_RBshary_PVuilloud_10","",NA,5.99,6.01,180560,12769,2446517,132816,0.09614,"bb",0.85306,0.85306,NA,NA,"A4","Low",2.70141342756184,NA,"None","ND"
11,1,71,"Analyte","221012_Steroids_RBshary_PVuilloud_11","",NA,5.99,6.01,850392,46541,2714832,145667,0.3195,"bb",2.83842,2.83842,NA,NA,"A4","Low",10.0471988508106,NA,"None","Q"
12,1,72,"Analyte","221012_Steroids_RBshary_PVuilloud_12","",NA,5.99,6.04,839320,45359,2182789,117992,0.38442,"bb",3.41607,3.41607,NA,NA,"A4","Low",7.87294789436117,NA,"None","D"
13,1,73,"Analyte","221012_Steroids_RBshary_PVuilloud_13","",NA,5.99,6.04,276604,22654,2747836,146257,0.15489,"bb",1.37495,1.37495,NA,NA,"A4","Low",NA,NA,"None","Q"
14,1,74,"Analyte","221012_Steroids_RBshary_PVuilloud_14","",NA,5.99,NA,NA,NA,3074934,166521,NA,"MM-I",0.00972,0,NA,NA,"A4","Low",NA,0,"Removed","ND"
16,1,75,"Analyte","221012_Steroids_RBshary_PVuilloud_16","",NA,5.99,6.05,216546,11901,3112713,171115,0.06955,"bb",0.61694,0.61694,NA,NA,"A4","Low",12.4680656934307,NA,"None","Q"
17,1,76,"Analyte","221012_Steroids_RBshary_PVuilloud_17","",NA,5.99,NA,NA,NA,4083350,214811,NA,"MM-I",0.0298,0,NA,NA,"A4","Low",NA,0,"Removed","ND"
18,1,77,"Analyte","221012_Steroids_RBshary_PVuilloud_18","",NA,5.99,6.02,94489,4078,3473109,186759,0.02184,"bb",0.19338,0.19338,NA,NA,"A4","Low",2.81714285714286,NA,"None","ND"
22,1,78,"Analyte","221012_Steroids_RBshary_PVuilloud_22","",NA,5.99,6.02,68639,3833,4166435,218188,0.01757,"bb",0.15547,0.15547,NA,NA,"A4","Low",6.89061154177433,NA,"None","D"
23,1,80,"Analyte","221012_Steroids_RBshary_PVuilloud_23","",NA,5.99,NA,NA,NA,3031512,161778,NA,"MM-I",0.55592,0,NA,NA,"A4","Low",NA,0,"Removed","ND"
24,1,81,"Analyte","221012_Steroids_RBshary_PVuilloud_24","",NA,5.99,6.02,561791,43918,2463000,131394,0.33425,"bb",2.96956,2.96956,NA,NA,"A4","Low",6.9720885466795,NA,"None","D"
76,1,82,"Analyte","221012_Steroids_RBshary_PVuilloud_76","",NA,5.99,6,585484,31545,2708087,143116,0.22041,"bb",1.95725,1.95725,NA,NA,"A4","Low",NA,NA,"None","Q"
77,1,83,"Analyte","221012_Steroids_RBshary_PVuilloud_77","",NA,5.99,6,305723,16513,3711573,192626,0.08572,"bb",0.76056,0.76056,NA,NA,"A4","Low",NA,NA,"None","Q"
80,1,84,"Analyte","221012_Steroids_RBshary_PVuilloud_80","",NA,5.99,6,224731,12534,3928347,204534,0.06128,"bb",0.54355,0.54355,NA,NA,"A4","Low",NA,NA,"None","Q"
81,1,85,"Analyte","221012_Steroids_RBshary_PVuilloud_81","",NA,5.99,6,137634,7739,3534115,188451,0.04107,"bb",0.36406,0.36406,NA,NA,"A4","Low",NA,NA,"None","Q"
82,1,86,"Analyte","221012_Steroids_RBshary_PVuilloud_82","",NA,5.99,6.01,589248,30844,3759833,197490,0.15618,"bb",1.38643,1.38643,NA,NA,"A4","Low",NA,NA,"None","Q"
83,1,87,"Analyte","221012_Steroids_RBshary_PVuilloud_83","",NA,5.99,6.01,782343,41011,3071764,163219,0.25126,"bb",2.2315,2.2315,NA,NA,"A4","Low",NA,NA,"None","Q"
84,1,88,"Analyte","221012_Steroids_RBshary_PVuilloud_84","",NA,5.99,6,398174,20861,3425987,178240,0.11704,"bb",1.03867,1.03867,NA,NA,"A4","Low",NA,NA,"None","Q"
85,1,89,"Analyte","221012_Steroids_RBshary_PVuilloud_85","",NA,5.99,6,422975,22764,3827083,203600,0.11181,"bb",0.99224,0.99224,NA,NA,"A4","Low",NA,NA,"None","Q"
86,1,90,"Analyte","221012_Steroids_RBshary_PVuilloud_86","",NA,5.99,6,330407,17953,3854791,204590,0.08775,"bb",0.77859,0.77859,NA,NA,"A4","Low",NA,NA,"None","Q"
88,1,91,"Analyte","221012_Steroids_RBshary_PVuilloud_88","",NA,5.99,6,130539,7405,4185990,216788,0.03416,"bb",0.30275,0.30275,NA,NA,"A4","Low",NA,NA,"None","Q"
89,1,92,"Analyte","221012_Steroids_RBshary_PVuilloud_89","",NA,5.99,6.01,68656,3724,3570978,190823,0.01952,"bb",0.17277,0.17277,NA,NA,"A4","Low",8.66921864444945,NA,"None","Q"
90,1,93,"Analyte","221012_Steroids_RBshary_PVuilloud_90","",NA,5.99,6,638321,34302,3919743,206468,0.16614,"bb",1.47486,1.47486,NA,NA,"A4","Low",NA,NA,"None","Q"
94,1,94,"Analyte","221012_Steroids_RBshary_PVuilloud_94","",NA,5.99,5.99,206865,11327,4221673,224864,0.05037,"bb",0.44669,0.44669,NA,NA,"A4","Low",NA,NA,"None","Q"
95,1,95,"Analyte","221012_Steroids_RBshary_PVuilloud_95","",NA,5.99,6,360139,19859,3561777,192821,0.10299,"bb",0.91394,0.91394,NA,NA,"A4","Low",NA,NA,"None","Q"
96,1,97,"Analyte","221012_Steroids_RBshary_PVuilloud_96","",NA,5.99,6.01,915191,47180,3256245,168492,0.28001,"bb",2.48715,2.48715,NA,NA,"A4","Low",NA,NA,"None","Q"
52,1,98,"Analyte","221012_Steroids_RBshary_PVuilloud_52","",NA,5.99,6,582553,30992,1866359,98243,0.31546,"bb",2.80249,2.80249,NA,NA,"A4","Low",NA,NA,"None","Q"
53,1,99,"Analyte","221012_Steroids_RBshary_PVuilloud_53","",NA,5.99,6.01,684831,35843,3000681,157068,0.2282,"bb",2.0265,2.0265,NA,NA,"A4","Low",NA,NA,"None","Q"
56,1,100,"Analyte","221012_Steroids_RBshary_PVuilloud_56","",NA,5.99,6.01,787309,41885,3449194,185698,0.22555,"bb",2.00295,2.00295,NA,NA,"A4","Low",NA,NA,"None","Q"
57,1,101,"Analyte","221012_Steroids_RBshary_PVuilloud_57","",NA,5.99,6,387598,21577,3151236,166443,0.12963,"bb",1.15057,1.15057,NA,NA,"A4","Low",NA,NA,"None","Q"
58,1,102,"Analyte","221012_Steroids_RBshary_PVuilloud_58","",NA,5.99,6,809672,43259,2514363,130060,0.33261,"bb",2.95499,2.95499,NA,NA,"A4","Low",NA,NA,"None","Q"
59,1,103,"Analyte","221012_Steroids_RBshary_PVuilloud_59","",NA,5.99,6.01,1262884,66115,2130243,110059,0.60072,"bb",5.34269,5.34269,NA,NA,"A4","Low",NA,NA,"None","Q"
60,1,104,"Analyte","221012_Steroids_RBshary_PVuilloud_60","",NA,5.99,6.02,557677,30182,2331002,120074,0.25136,"bb",2.23239,2.23239,NA,NA,"A4","Low",NA,NA,"None","Q"
61,1,105,"Analyte","221012_Steroids_RBshary_PVuilloud_61","",NA,5.99,6.02,907938,48218,2833948,148357,0.32501,"bb",2.88743,2.88743,NA,NA,"A4","Low",NA,NA,"None","Q"
62,1,106,"Analyte","221012_Steroids_RBshary_PVuilloud_62","",NA,5.99,6,634290,34269,3133742,170545,0.20094,"bb",1.78413,1.78413,NA,NA,"A4","Low",NA,NA,"None","Q"
64,1,107,"Analyte","221012_Steroids_RBshary_PVuilloud_64","",NA,5.99,6.01,190576,10878,1906398,99733,0.10907,"bb",0.96789,0.96789,NA,NA,"A4","Low",NA,NA,"None","Q"
65,1,108,"Analyte","221012_Steroids_RBshary_PVuilloud_65","",NA,5.99,6.02,150745,7856,3467003,184460,0.04259,"bb",0.37757,0.37757,NA,NA,"A4","Low",NA,NA,"None","Q"
66,1,109,"Analyte","221012_Steroids_RBshary_PVuilloud_66","",NA,5.99,6.02,1647896,85493,3496768,183341,0.46631,"bb",4.14505,4.14505,NA,NA,"A4","Low",NA,NA,"None","Q"
70,1,110,"Analyte","221012_Steroids_RBshary_PVuilloud_70","",NA,5.99,6.02,165598,9006,3458537,180881,0.04979,"bb",0.4415,0.4415,NA,NA,"A4","Low",NA,NA,"None","Q"
71,1,111,"Analyte","221012_Steroids_RBshary_PVuilloud_71","",NA,5.99,6.01,463961,21482,3005055,160949,0.13347,"bb",1.18467,1.18467,NA,NA,"A4","Low",NA,NA,"None","Q"
72,1,112,"Analyte","221012_Steroids_RBshary_PVuilloud_72","",NA,5.99,6.01,1335324,72063,2192494,113231,0.63642,"bb",5.66103,5.66103,NA,NA,"A4","Low",NA,NA,"None","Q"
25,1,12,"Analyte","221012_Steroids_RBshary_PVuilloud_25","",NA,5.98,5.98,593553,31521,484171,25583,1.2321,"bb",25.61341,25.61341,NA,NA,"DHEA","Low",NA,NA,"None","Q"
27,1,14,"Analyte","221012_Steroids_RBshary_PVuilloud_27","",NA,5.98,5.97,376217,20453,422350,21128,0.96806,"bb",19.94772,19.94772,NA,NA,"DHEA","Low",NA,NA,"None","Q"
3,1,17,"Analyte","221012_Steroids_RBshary_PVuilloud_3","",NA,5.98,5.97,1312828,70569,382727,20079,3.51461,"bb",78.0104,78.0104,NA,NA,"DHEA","Low",NA,NA,"None","Q"
73,1,18,"Analyte","221012_Steroids_RBshary_PVuilloud_73","",NA,5.98,5.98,63808,3261,424641,20974,0.15546,"bb",2.94489,2.94489,NA,NA,"DHEA","Low",6.67662565905097,NA,"None","D"
74,1,19,"Analyte","221012_Steroids_RBshary_PVuilloud_74","",NA,5.98,6,606410,41314,411881,20883,1.97833,"bb",42.03325,42.03325,NA,NA,"DHEA","Low",NA,NA,"None","Q"
75,1,20,"Analyte","221012_Steroids_RBshary_PVuilloud_75","",NA,5.98,5.97,97364,5799,322646,17503,0.33129,"bb",6.57089,6.57089,NA,NA,"DHEA","Low",9.82711555959964,NA,"None","Q"
49,1,21,"Analyte","221012_Steroids_RBshary_PVuilloud_49","",NA,5.98,5.97,124526,6849,341533,18651,0.36724,"bb",7.3157,7.3157,NA,NA,"DHEA","Low",8.73981191222571,NA,"None","Q"
51,1,23,"Analyte","221012_Steroids_RBshary_PVuilloud_51","",NA,5.98,5.97,234713,12105,278830,15182,0.7973,"bb",16.3216,16.3216,NA,NA,"DHEA","Low",NA,NA,"None","Q"
44,1,29,"Analyte","221012_Steroids_RBshary_PVuilloud_44","",NA,5.98,6,836737,47004,444294,22363,2.1019,"bb",44.8139,44.8139,NA,NA,"DHEA","Low",NA,NA,"None","Q"
78,1,37,"Analyte","221012_Steroids_RBshary_PVuilloud_78","",NA,5.98,5.99,547380,38853,314594,17547,2.21426,"bb",47.35803,47.35803,NA,NA,"DHEA","Low",NA,NA,"None","Q"
79,1,38,"Analyte","221012_Steroids_RBshary_PVuilloud_79","",NA,5.98,5.99,648043,39741,320548,18252,2.17736,"bb",46.52077,46.52077,NA,NA,"DHEA","Low",NA,NA,"None","Q"
87,1,39,"Analyte","221012_Steroids_RBshary_PVuilloud_87","",NA,5.98,6.01,254623,18238,335575,16921,1.07785,"bb",22.29493,22.29493,NA,NA,"DHEA","Low",NA,NA,"None","Q"
91,1,40,"Analyte","221012_Steroids_RBshary_PVuilloud_91","",NA,5.98,6.01,245972,17066,305665,16403,1.04044,"bb",21.49381,21.49381,NA,NA,"DHEA","Low",NA,NA,"None","Q"
92,1,41,"Analyte","221012_Steroids_RBshary_PVuilloud_92","",NA,5.98,5.99,152744,9814,326712,17359,0.56536,"bb",11.4425,11.4425,NA,NA,"DHEA","Low",13.4460016488046,NA,"None","Q"
93,1,42,"Analyte","221012_Steroids_RBshary_PVuilloud_93","",NA,5.98,6,622327,39275,389911,20257,1.93881,"bb",41.14786,41.14786,NA,NA,"DHEA","Low",NA,NA,"None","Q"
63,1,46,"Analyte","221012_Steroids_RBshary_PVuilloud_63","",NA,5.98,6.02,732044,48421,263490,14063,3.44314,"bb",76.26325,76.26325,NA,NA,"DHEA","Low",NA,NA,"None","Q"
67,1,47,"Analyte","221012_Steroids_RBshary_PVuilloud_67","",NA,5.98,6.01,764148,52720,273128,14645,3.59986,"bb",80.10467,80.10467,NA,NA,"DHEA","Low",NA,NA,"None","Q"
68,1,48,"Analyte","221012_Steroids_RBshary_PVuilloud_68","",NA,5.98,5.98,287643,17336,221632,13580,1.27664,"bb",26.57623,26.57623,NA,NA,"DHEA","Low",NA,NA,"None","Q"
29,1,51,"Analyte","221012_Steroids_RBshary_PVuilloud_29","",NA,5.98,5.98,146362,8313,142373,7048,1.17938,"bb",24.47649,24.47649,NA,NA,"DHEA","Low",NA,NA,"None","Q"
32,1,52,"Analyte","221012_Steroids_RBshary_PVuilloud_32","",NA,5.98,5.98,631203,31764,413396,21497,1.47763,"bb",30.94788,30.94788,NA,NA,"DHEA","Low",NA,NA,"None","Q"
33,1,53,"Analyte","221012_Steroids_RBshary_PVuilloud_33","",NA,5.98,5.97,315590,17106,411943,21941,0.77963,"bb",15.94813,15.94813,NA,NA,"DHEA","Low",NA,NA,"None","Q"
35,1,55,"Analyte","221012_Steroids_RBshary_PVuilloud_35","",NA,5.98,5.99,982442,50189,377445,20476,2.45109,"bb",52.77199,52.77199,NA,NA,"DHEA","Low",NA,NA,"None","Q"
37,1,57,"Analyte","221012_Steroids_RBshary_PVuilloud_37","",NA,5.98,5.99,651718,34615,395369,20709,1.67153,"bb",35.20701,35.20701,NA,NA,"DHEA","Low",NA,NA,"None","Q"
38,1,58,"Analyte","221012_Steroids_RBshary_PVuilloud_38","",NA,5.98,5.99,522407,27876,417654,22828,1.2211,"bb",25.37604,25.37604,NA,NA,"DHEA","Low",NA,NA,"None","Q"
40,1,59,"Analyte","221012_Steroids_RBshary_PVuilloud_40","",NA,5.98,5.99,190419,10956,464507,23737,0.46158,"bb",9.27604,9.27604,NA,NA,"DHEA","Low",NA,NA,"None","Q"
41,1,60,"Analyte","221012_Steroids_RBshary_PVuilloud_41","",NA,5.98,5.98,57506,3098,385645,21205,0.14611,"bb",2.75292,2.75292,NA,NA,"DHEA","Low",9.12008854454898,NA,"None","Q"
42,1,61,"Analyte","221012_Steroids_RBshary_PVuilloud_42","",NA,5.98,5.99,1213993,63916,393284,22601,2.82796,"bb",61.53598,61.53598,NA,NA,"DHEA","Low",NA,NA,"None","Q"
46,1,63,"Analyte","221012_Steroids_RBshary_PVuilloud_46","",NA,5.98,6,248261,13892,434645,23837,0.5828,"bb",11.80757,11.80757,NA,NA,"DHEA","Low",NA,NA,"None","Q"
47,1,64,"Analyte","221012_Steroids_RBshary_PVuilloud_47","",NA,5.98,5.99,762692,39258,413631,22694,1.72983,"bb",36.49591,36.49591,NA,NA,"DHEA","Low",NA,NA,"None","Q"
5,1,67,"Analyte","221012_Steroids_RBshary_PVuilloud_5","",NA,5.98,5.99,1417790,74826,343375,17748,4.21598,"bb",95.59064,95.59064,NA,NA,"DHEA","Low",NA,NA,"None","Q"
