"","AnimalID","Date","Time","Treatment","Gr","Nurse","IGE","TotalVol","Tubes","DataSource","SampleID","BoxID","BoxPosition","low.volume","notes"
"224","Potj","23/12/2018","06:25:00","nursing + ?","No","Yes","No","02-Apr",1,"FieldSeason2018_nursing.csv","549",3,63,"","tube says it's 05:25h instead"
"225","Riss","25/11/2018","06:19:00","nursing & social","No","Yes","No","6",3,"FieldSeason2018_nursing.csv","493",3,64,"",""
"226","Siel","15/11/2018","11:20:00","gr & nursing","Yes","Yes","No","02-Jan",1,"FieldSeason2018_nursing.csv","469",3,65,"",""
"227","Miel","06/01/2019","04:59:00","nursing","No","Yes","No","03-Jan",1,"FieldSeason2018_nursing.csv","566",3,66,"",""
"228","Nooi","26/11/2018","11:25:00","nursing","No","Yes","No","01-Sep",NA,"FieldSeason2018_nursing.csv","496",3,67,"",""
"229","Hipp","05/11/2018","10:20:00","nursing","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","445",3,68,"",""
"230","Aapi","28/11/2018","06:03:00","nursing","No","Yes","No","9",3,"FieldSeason2018_nursing.csv","503",3,69,"",""
"231","Miel","27/11/2018","07:55:00","nursing & social","No","Yes","No","02-Sep",1,"FieldSeason2018_nursing.csv","498",3,70,"",""
"232","Numb","10/11/2018","09:11:00","gr & nursing","Yes","Yes","No","9",3,"FieldSeason2018_nursing.csv","456",3,71,"",""
"233","Siel","25/11/2018","08:14:00","nursing & social","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","494",3,72,"",""
"234","Potj","17/11/2018","10:58:00","nursing","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","476",3,73,"",""
"235","Aapi","01/12/2018","07:44:00","nursing","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","512",3,74,"",""
"236","Ouli","11/11/2018","06:43:00","gr & nursing","Yes","Yes","No","08-Mar",3,"FieldSeason2018_nursing.csv","457",3,75,"",""
"237","Eina","16/11/2018","07:01:00","gr & nursing","Yes","Yes","No","07-May",3,"FieldSeason2018_nursing.csv","472",3,76,"",""
"238","Nooi","23/11/2018","10:29:00","nursing & social","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","487",3,77,"",""
"239","Numb","10/11/2018","09:11:00","gr & nursing","Yes","Yes","No","9",3,"FieldSeason2018_nursing.csv","456",3,78,"",""
"240","Potj","23/11/2018","11:49:00","nursing & social","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","488",3,79,"",""
"241","Pann","10/11/2018","07:57:00","nursing","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","455",3,80,"",""
"242","Aapi","01/12/2018","07:44:00","nursing","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","512",3,81,"",""
"243","Riss","14/11/2018","07:44:00","gr & nursing","Yes","Yes","No","0.2",1,"FieldSeason2018_nursing.csv","461",4,1,"",""
"244","Lblind","06/11/2018","14:39:00","nursing","No","Yes","No","0.35",1,"FieldSeason2018_nursing.csv","448",4,2,"",""
"245","Miel","19/12/2018","09:09:00","nursing","No","Yes","No","3",2,"FieldSeason2018_nursing.csv","541",4,3,"",""
"246","Potj","21/12/2018","08:10:00","nursing + ?","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","547",4,4,"",""
"247","Potj","23/11/2018","11:49:00","nursing & social","No","Yes","No","6",2,"FieldSeason2018_nursing.csv","488",4,5,"",""
"248","Nooi","22/11/2018","05:01:00","nursing","No","Yes","No","0.9",1,"FieldSeason2018_nursing.csv","483",4,6,"",""
"249","Riss","06/12/2018","05:09:00","nursing","No","Yes","No","01-Feb",1,"FieldSeason2018_nursing.csv","523",4,7,"",""
"250","Siel","04/01/2019","05:49:00","nursing","No","Yes","No","01-Jun",1,"FieldSeason2018_nursing.csv","563",4,8,"",""
"251","Hipp","14/12/2018","08:25:00","nursing","No","Yes","No","6",3,"FieldSeason2018_nursing.csv","532",4,9,"",""
"252","Rede","02/01/2019","05:56:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","559",4,10,"",""
"253","Siel","07/01/2019","05:08:00","nursing","No","Yes","No","0.75",1,"FieldSeason2018_nursing.csv","569",4,11,"",""
"254","Potj","09/11/2018","07:27:00","nursing","No","Yes","No","0",1,"FieldSeason2018_nursing.csv","452",4,12,"",""
"255","Hipp","23/12/2018","07:38:00","nursing + ?","No","Yes","No","0",1,"FieldSeason2018_nursing.csv","551",4,13,"",""
"256","Siel","21/11/2018","09:10:00","gr & nursing","Yes","Yes","No","3",2,"FieldSeason2018_nursing.csv","481",4,14,"",""
"257","Siel","29/11/2018","07:37:00","nursing","No","Yes","No","01-Mar",1,"FieldSeason2018_nursing.csv","507",4,15,"",""
"258","Siel","19/11/2018","10:44:00","gr & nursing","Yes","Yes","No","04-May",3,"FieldSeason2018_nursing.csv","478",4,16,"",""
"259","Miel","23/11/2018","06:08:00","nursing & social","No","Yes","No","01-Jan",1,"FieldSeason2018_nursing.csv","486",4,17,"",""
"260","Siel","19/11/2018","10:44:00","gr & nursing","Yes","Yes","No","04-May",3,"FieldSeason2018_nursing.csv","478",4,18,"",""
"261","Ouli","05/12/2018","06:27:00","nursing & social","No","Yes","No","0.1",0.3,"FieldSeason2018_nursing.csv","521",4,19,"",""
"262","LBlind","14/11/2018","09:38:00","nursing","No","Yes","No","0.25",1,"FieldSeason2018_nursing.csv","464",4,20,"",""
"263","Gese","15/11/2018","11:21:00","gr & nursing","Yes","Yes","No","0.15",1,"FieldSeason2018_nursing.csv","470",4,21,"",""
"264","Hipp","24/11/2018","12:24:00","nursing & social","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","490",4,22,"",""
"265","Potj","25/11/2018","05:03:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","491",4,23,"","tube says 05:01h instead"
"266","Siel","09/11/2018","05:52:00","nursing","No","Yes","No","0.9",1,"FieldSeason2018_nursing.csv","451",4,24,"",""
"267","Potj","14/11/2018","12:48:00","nursing","No","Yes","No","04-May",2,"FieldSeason2018_nursing.csv","466",4,25,"",""
"268","Nooi","30/11/2018","11:15:00","nursing","No","Yes","No","0.3",1,"FieldSeason2018_nursing.csv","509",4,26,"",""
"269","Siel","19/11/2018","10:44:00","gr & nursing","Yes","Yes","No","04-May",3,"FieldSeason2018_nursing.csv","478",4,27,"",""
"270","Gese","13/11/2018","10:39:00","gr & nursing","Yes","Yes","No","Jan-85",2,"FieldSeason2018_nursing.csv","459",4,28,"",""
"271","Riss","18/12/2018","09:13:00","nursing","No","Yes","No","01-Jun",1,"FieldSeason2018_nursing.csv","537",4,29,"",""
"272","Aapi","04/12/2018","05:52:00","nursing","No","Yes","No","02-Jan",2,"FieldSeason2018_nursing.csv","515",4,30,"",""
"273","Potj","05/11/2018","09:27:00","nursing","No","Yes","No","0.4",1,"FieldSeason2018_nursing.csv","444",4,31,"",""
"274","Riss","25/11/2018","06:19:00","nursing & social","No","Yes","No","6",3,"FieldSeason2018_nursing.csv","493",4,32,"",""
"275","Siel","15/11/2018","07:24:00","gr & nursing","Yes","Yes","No","01-Jan",1,"FieldSeason2018_nursing.csv","467",4,33,"",""
"276","Nooi","03/12/2018","05:10:00","nursing","No","Yes","No","01-Apr",1,"FieldSeason2018_nursing.csv","514",4,34,"",""
"277","Siel","21/11/2018","09:10:00","gr & nursing","Yes","Yes","No","3",2,"FieldSeason2018_nursing.csv","481",4,35,"",""
"278","Hipp","05/01/2019","11:34:00","gr & nursing","Yes","Yes","No","01-Jun",1,"FieldSeason2018_nursing.csv","565",4,36,"",""
"279","Gese","26/11/2018","08:41:00","nursing","No","Yes","No","01-Feb",1,"FieldSeason2018_nursing.csv","495",4,37,"",""
"280","Nooi","21/12/2018","05:25:00","nursing","No","Yes","No","01-May",1,"FieldSeason2018_nursing.csv","545",4,38,"",""
"281","Rede","20/12/2018","13:01:00","nursing + ?","No","Yes","No","3",2,"FieldSeason2018_nursing.csv","543",4,39,"",""
"282","Riss","06/01/2019","05:22:00","nursing","No","Yes","No","0.65",1,"FieldSeason2018_nursing.csv","567",4,40,"",""
"283","Hipp","01/12/2018","06:35:00","nursing & social","No","Yes","No","04-May",2,"FieldSeason2018_nursing.csv","511",4,41,"",""
"284","Rede","20/12/2018","13:01:00","nursing + ?","No","Yes","No","3",2,"FieldSeason2018_nursing.csv","543",4,42,"",""
"285","Aapi","04/12/2018","05:52:00","nursing","No","Yes","No","02-Jan",2,"FieldSeason2018_nursing.csv","515",4,43,"",""
"286","Hipp","14/12/2018","08:25:00","nursing","No","Yes","No","6",3,"FieldSeason2018_nursing.csv","532",4,44,"",""
"287","Riss","25/11/2018","06:19:00","nursing & social","No","Yes","No","6",3,"FieldSeason2018_nursing.csv","493",4,45,"",""
"288","Miel","08/11/2018","13:00:00","nursing","No","Yes","No","07-May",3,"FieldSeason2018_nursing.csv","450",4,46,"",""
"289","Eina","22/11/2018","11:08:00","nursing & social","No","Yes","No","1",1,"FieldSeason2018_nursing.csv","484",4,47,"",""
"290","Pann","19/12/2018","05:50:00","nursing","No","Yes","No","0.5",1,"FieldSeason2018_nursing.csv","539",4,48,"",""
"291","Gese","13/11/2018","10:39:00","gr & nursing","Yes","Yes","No","Jan-85",2,"FieldSeason2018_nursing.csv","459",4,49,"",""
"292","Eina","16/11/2018","07:01:00","gr & nursing","Yes","Yes","No","07-May",3,"FieldSeason2018_nursing.csv","472",4,50,"",""
"293","Gaya","23/09/2017","06:09:00","grooming","Yes","No","No","02-Jun",2,"FieldSeason2016-18.csv","176",4,51,"",""
"294","Numb","16/09/2017","06:34:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","168",4,52,"",""
"295","Reva","31/10/2016","06:01:00","grooming","Yes","No","No","01-Jun",1,"FieldSeason2016-18.csv","21",4,53,"","label in tube doesn't say about control or grooming, check data!"
"296","Hipp","07/08/2017","07:03:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","111",4,54,"",""
"297","Numb","08/06/2017","06:50:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","88",4,55,"?","not sure hour is OK"
"298","Heer","06/11/2017","07:37:00","gr & nursing","Yes","Yes","No","0.7",1,"FieldSeason2016-18.csv","221",4,56,"?",""
"299","Gaya","23/09/2017","06:09:00","grooming","Yes","No","No","02-Jun",2,"FieldSeason2016-18.csv","176",4,57,"",""
"300","Gese","06/05/2017","09:13:00","grooming","Yes","No","No","0.9",1,"FieldSeason2016-18.csv","84",4,58,"?",""
"301","Gese","06/12/2017","11:23:00","grooming","Yes","No","No","0.7",1,"FieldSeason2016-18.csv","297",4,59,"?",""
"302","Hwa","09/09/2017","10:22:00","grooming","Yes","No","No","0.7",1,"FieldSeason2016-18.csv","161",4,60,"?","tube says 10:26h"
"303","Upps","20/09/2017","06:19:00","grooming","Yes","No","No","04-Aug",2,"FieldSeason2016-18.csv","173",4,61,"",""
"304","Upps","20/09/2017","06:19:00","grooming","Yes","No","No","04-Aug",2,"FieldSeason2016-18.csv","173",4,62,"",""
"305","Heer","10/08/2017","07:21:00","grooming","Yes","No","No","01-Jun",1,"FieldSeason2016-18.csv","115",4,63,"",""
"306","Pal","02/09/2017","06:48:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","145",4,63,"",""
"307","Asis","23/09/2017","06:38:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","177",4,64,"",""
"308","Pal","03/12/2017","07:45:00","grooming","Yes","No","No","1",1,"FieldSeason2016-18.csv","284",4,66,"?","gr by Hlo"
"309","Upps","27/09/2017","06:21:00","grooming","Yes","No","No","06-Jul",2,"FieldSeason2016-18.csv","183",4,67,"",""
"310","Enge","07/08/2017","06:45:00","grooming","Yes","No","No","2",1,"FieldSeason2016-18.csv","110",4,68,"",""
"311","Numb","23/09/2017","06:40:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","178",4,69,"",""
"312","Pann","15/09/2017","06:21:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","166",4,70,"",""
"313","Asis","19/09/2017","06:08:00","grooming","Yes","No","No","02-Jul",1,"FieldSeason2016-18.csv","172",4,71,"",""
"314","Numb","16/09/2017","06:34:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","168",4,72,"",""
"315","Boc","02/10/2017","06:08:00","grooming","Yes","No","No","02-Sep",1,"FieldSeason2016-18.csv","186",4,73,"",""
"316","Siel","07/09/2017","07:45:00","grooming","Yes","No","No","02-Aug",1,"FieldSeason2016-18.csv","154",4,74,"",""
"317","Heer","28/07/2017","09:01:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","95",4,75,"",""
"318","LBlind","02/09/2017","07:03:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","146",4,76,"",""
"319","Han","13/11/2017","11:46:00","grooming","Yes","No","No","01-Jan",1,"FieldSeason2016-18.csv","244",4,77,"",""
"320","Upps","04/08/2017","08:09:00","grooming","Yes","No","No","01-Jul",1,"FieldSeason2016-18.csv","107",4,78,"",""
"321","Hwa","04/11/2017","05:16:00","grooming","Yes","No","No","03-Mar",2,"FieldSeason2016-18.csv","214",4,79,"yes",""
"322","Enge","13/11/2017","05:12:00","grooming","Yes","No","No","02-Jan",1,"FieldSeason2016-18.csv","241",4,80,"",""
"323","Ubu","18/11/2017","05:46:00","grooming","Yes","No","No","04-Feb",2,"FieldSeason2016-18.csv","255",4,81,"",""
"324","Ubu","18/11/2017","05:46:00","grooming","Yes","No","No","04-Feb",2,"FieldSeason2016-18.csv","255",5,1,"",""
"325","Ouli","25/08/2017","06:34:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","139",5,2,"",""
"326","LBlind","02/09/2017","07:03:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","146",5,3,"",""
"327","LBlind","22/08/2017","07:01:00","grooming","Yes","No","No","02-Aug",1,"FieldSeason2016-18.csv","133",5,4,"",""
"328","Miel","30/08/2017","06:42:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","142",5,5,"",""
"329","Gaya","16/10/2017","05:48:00","grooming","Yes","No","No","08-Apr",3,"FieldSeason2016-18.csv","206",5,6,"",""
"330","Ouli","25/08/2017","06:34:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","139",5,7,"",""
"331","Miel","12/10/2017","05:58:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","198",5,8,"",""
"332","Reva","14/10/2017","06:53:00","grooming","Yes","No","No","2",1,"FieldSeason2016-18.csv","202",5,9,"",""
"333","LBlind","28/11/2017","08:29:00","grooming","Yes","No","No","0.4",1,"FieldSeason2016-18.csv","275",5,10,"?","almost surely low vol"
"334","Asis","23/09/2017","06:38:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","177",5,11,"",""
"335","LBlind","09/09/2017","06:35:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","162",5,12,"",""
"336","Numb","23/09/2017","06:40:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","178",5,13,"",""
"337","Ubu","10/11/2017","07:12:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","235",5,14,"",""
"338","Gaya","16/10/2017","05:48:00","grooming","Yes","No","No","08-Apr",3,"FieldSeason2016-18.csv","206",5,15,"",""
"339","Siel","06/10/2017","08:26:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","195",5,16,"",""
"340","Gese","17/08/2017","07:17:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","126",5,17,"",""
"341","Miel","16/08/2017","06:48:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","124",5,18,"",""
"342","Ouli","15/09/2017","06:19:00","grooming","Yes","No","No","05-Jul",2,"FieldSeason2016-18.csv","165",5,19,"",""
"343","Siel","09/09/2017","09:28:00","grooming","Yes","No","No","01-May",1,"FieldSeason2016-18.csv","160",5,20,"",""
"344","Gese","09/11/2017","06:07:00","grooming","Yes","No","No","1",1,"FieldSeason2016-18.csv","228",5,21,"?",""
"345","Neu","01/09/2017","06:15:00","control","No","No","No","0.8",1,"FieldSeason2016-18.csv","143",5,22,"?",""
"346","Reva","31/10/2016","11:31:00","grooming","Yes","No","No","04-Jan",1,"FieldSeason2016-18.csv","22",5,23,"",""
"347","Ubu","14/11/2017","06:11:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","246",5,24,"",""
"348","Vin","17/11/2017","06:17:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","250",5,25,"",""
"349","Siel","05/09/2017","06:25:00","control","No","No","No","02-Aug",1,"FieldSeason2016-18.csv","151",5,26,"",""
"350","Pal","05/09/2017","06:07:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","150",5,27,"",""
"351","Ubu","08/11/2017","08:56:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","227",5,28,"",""
"352","Vin","06/09/2018","07:06:00","Control","No","No","No","0.5",1,"FieldSeason2016-18.csv","600",5,29,"","tube says 7/9/18 at 7:16 instead, check!"
"353","Hwa","02/09/2017","06:34:00","control","No","No","No","6",2,"FieldSeason2016-18.csv","144",5,30,"",""
"354","Enge","11/08/2017","06:58:00","grooming","Yes","No","No","02-Feb",1,"FieldSeason2016-18.csv","120",5,31,"",""
"355","Miel","15/08/2017","06:31:00","control","No","No","No","6",2,"FieldSeason2016-18.csv","121",5,32,"",""
"356","Upps","21/11/2016","12:16:00","grooming","Yes","No","No","03-Feb",1,"FieldSeason2016-18.csv","28",5,33,"","tube says 12:15 instead"
"357","Miel","30/08/2017","06:42:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","142",5,34,"",""
"358","Ubu","11/08/2017","06:57:00","control","No","No","No","01-Aug",1,"FieldSeason2016-18.csv","119",5,35,"",""
"359","Pann","10/08/2017","06:38:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","114",5,36,"",""
"360","Pann","15/09/2017","06:21:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","166",5,37,"",""
"361","Ouli","11/08/2017","06:36:00","control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","117",5,38,"",""
"362","Hipp","16/01/2017","17:05:00","grooming","Yes","No","No","01-May",1,"FieldSeason2016-18.csv","70",5,39,"",""
"363","Mvu","23/11/2016","13:00:00","grooming","Yes","No","No","Mar-75",1,"FieldSeason2016-18.csv","31",5,40,"",""
"364","Enge","03/08/2017","07:00:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","105",5,41,"",""
"365","Ubu","03/01/2017","13:58:00","grooming","Yes","No","No","03-Mar",1,"FieldSeason2016-18.csv","49",5,42,"","check month!"
"366","Reva","24/11/2016","11:25:00","grooming","Yes","No","No","0.4",1,"FieldSeason2016-18.csv","35",5,43,"","not sure the tube label says the same, but quite similar"
"367","Hwa","25/01/2017","13:00:00","control","No","No","No","02-Jul",1,"FieldSeason2016-18.csv","80",5,44,"",""
"368","Siel","26/05/2017","07:40:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","86",5,45,"","not sure the hour not claer in tube (8:15)"
"369","Pal","13/11/2017","04:55:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","240",5,46,"",""
"370","Pret","14/11/2016","16:45:00","grooming","Yes","No","No","04-Feb",1,"FieldSeason2016-18.csv","24",5,47,"",""
"371","Lblind","14/10/2017","07:15:00","grooming","Yes","No","No","02-May",1,"FieldSeason2016-18.csv","203",5,48,"",""
"372","Pal","04/09/2017","06:19:00","control","No","No","No","6",2,"FieldSeason2016-18.csv","149",5,49,"",""
"373","Gese","15/10/2016","12:55:00","grooming","Yes","No","No","03-Apr",1,"FieldSeason2016-18.csv","17",5,50,"",""
"374","Gaya","16/10/2017","05:48:00","grooming","Yes","No","No","08-Apr",3,"FieldSeason2016-18.csv","206",5,51,"",""
"375","Riss","19/10/2016","13:04:00","grooming","Yes","No","No","4",1,"FieldSeason2016-18.csv","20",5,52,"",""
"376","Xian","21/11/2016","08:44:00","grooming","Yes","No","No","01-Mar",1,"FieldSeason2016-18.csv","29",5,53,"",""
"377","Siel","06/10/2017","08:26:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","195",5,54,"",""
"378","Pann","03/12/2016","07:40:00","grooming","Yes","No","No","0.9",1,"FieldSeason2016-18.csv","46",5,55,"?","almost surely low vol"
"379","Numb","16/01/2017","12:40:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","69",5,56,"?","almost surely low vol"
"380","Miel","07/02/2017","09:14:00","grooming","Yes","No","No","0.8",1,"FieldSeason2016-18.csv","74",5,57,"?","almost surely low vol"
"381","Gov","18/11/2016","09:26:00","grooming","Yes","No","No","04-Feb",1,"FieldSeason2016-18.csv","25",5,58,"",""
"382","Ubu","12/11/2018","10:42:00","IGE","No",NA,"Yes","02-May",1,"FieldSeason2018_IGE.csv","383",5,59,"",""
"383","Hlo","05/12/2018","08:23:00","IGE","No",NA,"Yes","6",2,"FieldSeason2018_IGE.csv","402",5,60,"",""
"384","Hipp","30/12/2018","06:31:00","IGE","Unknown","Yes","Yes","02-Apr",1,"FieldSeason2018_IGE.csv","426",5,61,"",""
"385","Hipp","21/12/2018","08:57:00","IGE","Yes","Yes","Yes","6",2,"FieldSeason2018_IGE.csv","412",5,62,"",""
"386","Pal","03/01/2019","13:01:00","IGE","Yes",NA,"Yes","03-Feb",1,"FieldSeason2018_IGE.csv","432",5,63,"",""
"387","Siel","10/09/2018","09:33:00","IGE","No","Yes","Yes","07-Jan",3,"FieldSeason2018_IGE.csv","380",5,64,"",""
"388","Bin/Kom","21/11/2018","14:21:00","IGE","Unknown",NA,"Yes","04-May",2,"FieldSeason2018_IGE.csv","388",5,65,"",""
"389","Siel","10/09/2018","09:33:00","IGE","No","Yes","Yes","07-Jan",3,"FieldSeason2018_IGE.csv","380",5,66,"",""
"390","Rhe","21/12/2018","10:49:00","IGE","Unknown",NA,"Yes","04-May",2,"FieldSeason2018_IGE.csv","415",5,67,"",""
"391","Ubu","30/11/2018","09:07:00","IGE","Unknown",NA,"Yes","3",1,"FieldSeason2018_IGE.csv","398",5,68,"",""
"392","Boc","28/11/2018","16:22:00","IGE","Unknown",NA,"Yes","01-Sep",1,"FieldSeason2018_IGE.csv","395",5,69,"",""
"393","Riss","06/12/2018","09:41:00","IGE","Yes",NA,"Yes","3",1,"FieldSeason2018_IGE.csv","406",5,70,"",""
"394","Van","15/08/2018","08:10:00","IGE","No",NA,"Yes","3",1,"FieldSeason2018_IGE.csv","379",5,71,"",""
"395","Neu","21/07/2018","13:20:00","IGE","Yes",NA,"Yes","01-Mar",1,"FieldSeason2018_IGE.csv","375",5,72,"",""
"396","Ubu","19/07/2018","10:10:00","IGE","No",NA,"Yes","3",1,"FieldSeason2018_IGE.csv","373",5,73,"",""
"397","Boc","15/08/2018","07:48:00","IGE","No",NA,"Yes","5",2,"FieldSeason2018_IGE.csv","378",5,74,"",""
"398","Pal","25/12/2018","10:39:00","IGE","Unknown",NA,"Yes","3",1,"FieldSeason2018_IGE.csv","419",5,75,"",""
"399","Potj","04/01/2019","07:07:00","IGE","Unknown","Yes","Yes","3",1,"FieldSeason2018_IGE.csv","435",5,76,"",""
"400","Heer","30/12/2018","05:51:00","IGE","Yes","No","Yes","04-May",2,"FieldSeason2018_IGE.csv","423",5,77,"",""
"401","Pal","21/12/2018","10:40:00","IGE","Unknown",NA,"Yes","6",2,"FieldSeason2018_IGE.csv","413",5,78,"",""
"402","Pal","21/12/2018","10:40:00","IGE","Unknown",NA,"Yes","6",2,"FieldSeason2018_IGE.csv","413",5,79,"",""
"403","Rhe","30/11/2018","08:51:00","IGE","Unknown",NA,"Yes","02-Sep",1,"FieldSeason2018_IGE.csv","397",5,80,"",""
"404","Boc","24/11/2018","10:19:00","IGE","No",NA,"Yes","6",2,"FieldSeason2018_IGE.csv","392",5,81,"",""
"405","Fen","21/12/2018","11:15:00","IGE","Unknown",NA,"Yes","0.55",1,"FieldSeason2018_IGE.csv","416",6,1,"",""
"406","Boc","24/11/2018","10:19:00","IGE","No",NA,"Yes","6",2,"FieldSeason2018_IGE.csv","392",6,2,"",""
"407","Fen","21/11/2018","13:51:00","IGE","Unknown",NA,"Yes","0.6",1,"FieldSeason2018_IGE.csv","387",6,3,"","sample says control, check!!"
"408","Eina","14/11/2018","08:34:00","gr & nursing","Yes","Yes","No","0.9",1,"FieldSeason2018_nursing.csv","462",6,4,"","tube says 09:45h"
"409","Boc","07/01/2019","08:55:00","IGE","Yes",NA,"Yes","0.3",1,"FieldSeason2018_IGE.csv","439",6,5,"",""
"410","Enge","01/12/2018","08:17:00","IGE","Yes","No","Yes","01-May",1,"FieldSeason2018_IGE.csv","401",6,6,"",""
"411","Bas","24/07/2018","08:26:00","IGE","Yes",NA,"Yes","01-May",1,"FieldSeason2018_IGE.csv","376",6,7,"",""
"412","Neu","31/08/2018","07:58:00","grooming","Yes","Yes","No","01-May",1,"FieldSeason2018_grooming.csv","340",6,8,"",""
"413","Pal","21/11/2018","13:02:00","IGE","Yes",NA,"Yes","01-May",1,"FieldSeason2018_IGE.csv","386",6,8,"",""
"414","Heer","24/11/2018","10:35:00","IGE","Unknown","No","Yes","01-May",1,"FieldSeason2018_IGE.csv","393",6,9,"",""
"415","Neu","17/11/2018","08:58:00","IGE","No",NA,"Yes","0.3",1,"FieldSeason2018_IGE.csv","384",6,10,"",""
"416","Ubu","06/12/2018","09:00:00","IGE","No",NA,"Yes","2",2,"FieldSeason2018_IGE.csv","404",6,11,"",""
"417","Bin/Kom","30/12/2018","06:04:00","IGE","Unknown",NA,"Yes","0.7",1,"FieldSeason2018_IGE.csv","424",6,12,"",""
"418","Enge","30/12/2018","06:19:00","IGE","Unknown","No","Yes","0.4",1,"FieldSeason2018_IGE.csv","425",6,13,"",""
"419","Ubu","05/01/2019","06:31:00","IGE","Unknown",NA,"Yes","01-Jan",1,"FieldSeason2018_IGE.csv","437",6,14,"","tube says 06:8h"
"420","Boc","18/12/2018","07:05:00","IGE","No",NA,"Yes","0.16",1,"FieldSeason2018_IGE.csv","410",6,15,"",""
"421","Ubu","29/12/2018","08:09:00","IGE","No",NA,"Yes","0.1",1,"FieldSeason2018_IGE.csv","421",6,16,"",""
"422","Ubu","21/12/2018","11:25:00","IGE","Unknown",NA,"Yes","01-Feb",1,"FieldSeason2018_IGE.csv","417",6,17,"",""
"423","Ubu","24/11/2018","09:32:00","IGE","No",NA,"Yes","01-May",1,"FieldSeason2018_IGE.csv","391",6,18,"",""
"424","Rede","21/12/2018","10:41:00","IGE","Yes","Yes","Yes","0.7",1,"FieldSeason2018_IGE.csv","414",6,19,"",""
"425","Hlo","24/11/2018","09:02:00","IGE","No",NA,"Yes","0.2",1,"FieldSeason2018_IGE.csv","390",6,20,"",""
"426","Vin","21/07/2018","08:10:00","IGE","No",NA,"Yes","0.3",1,"FieldSeason2018_IGE.csv","374",6,21,"",""
"427","Riss","25/12/2018","10:26:00","IGE","Unknown","Yes","Yes","01-May",1,"FieldSeason2018_IGE.csv","420",6,22,"",""
"428","Gese","04/01/2019","06:38:00","IGE","Unknown","Yes","Yes","1",1,"FieldSeason2018_IGE.csv","434",6,23,"",""
"429","Ubu","11/12/2018","06:31:00","IGE","No",NA,"Yes","01-Apr",1,"FieldSeason2018_IGE.csv","409",6,24,"",""
"430","Pal","06/12/2018","09:26:00","IGE","No",NA,"Yes","01-Jan",1,"FieldSeason2018_IGE.csv","405",6,25,"",""
"431","Neu","22/11/2018","07:22:00","IGE","No",NA,"Yes","0.35",1,"FieldSeason2018_IGE.csv","389",6,26,"",""
"432","Heer","30/12/2018","05:51:00","IGE","Yes","No","Yes","04-May",2,"FieldSeason2018_IGE.csv","423",6,27,"",""
